Date,PSN.L,SMT.L
2011-02-02,399.58831787109375,142.61294555664062
2011-02-03,396.2120361328125,141.81393432617188
2011-02-04,417.56170654296875,142.31329345703125
2011-02-07,427.3926696777344,144.21078491210938
2011-02-08,434.4430847167969,144.11090087890625
2011-02-09,430.0738220214844,143.8113555908203
2011-02-10,431.563232421875,142.61294555664062
2011-02-11,441.692138671875,145.50912475585938
2011-02-14,433.54925537109375,147.40664672851562
2011-02-15,430.4710693359375,146.50779724121094
2011-02-16,430.96746826171875,148.30538940429688
2011-02-17,436.0318603515625,148.10568237304688
2011-02-18,436.92559814453125,148.10568237304688
2011-02-21,435.2373962402344,147.00711059570312
2011-02-22,434.04583740234375,146.50779724121094
2011-02-23,439.5074157714844,141.81393432617188
2011-02-24,442.7843322753906,140.3158721923828
2011-02-25,459.9634704589844,145.10958862304688
2011-02-28,467.11309814453125,143.8113555908203
2011-03-01,448.74237060546875,140.7153778076172
2011-03-02,447.4515075683594,139.21731567382812
2011-03-03,447.6799011230469,141.91380310058594
2011-03-04,456.6865539550781,142.8126220703125
2011-03-07,454.10467529296875,142.8126220703125
2011-03-08,454.8990783691406,143.71144104003906
2011-03-09,461.5522766113281,141.01499938964844
2011-03-10,451.9200439453125,140.01626586914062
2011-03-11,437.5213623046875,139.21731567382812
2011-03-14,437.3227844238281,140.01626586914062
2011-03-15,432.1590881347656,138.21868896484375
2011-03-16,421.2359619140625,137.21995544433594
2011-03-17,444.07525634765625,137.71929931640625
2011-03-18,446.75640869140625,137.41970825195312
2011-03-21,453.31024169921875,139.8165283203125
2011-03-22,451.32421875,139.21731567382812
2011-03-23,458.87109375,139.8165283203125
2011-03-24,475.6529846191406,142.51303100585938
2011-03-25,464.4319763183594,145.80870056152344
2011-03-28,462.3467102050781,146.40792846679688
2011-03-29,458.1760559082031,145.80870056152344
2011-03-30,449.8346862792969,147.6063232421875
2011-03-31,441.89056396484375,148.20555114746094
2011-04-01,448.6430969238281,149.50381469726562
2011-04-04,460.1619873046875,149.4039306640625
2011-04-05,460.5592956542969,148.10568237304688
2011-04-06,458.9704895019531,148.8047637939453
2011-04-07,454.3033447265625,148.30538940429688
2011-04-08,454.5366516113281,148.8047637939453
2011-04-11,440.3017272949219,148.50521850585938
2011-04-12,437.124267578125,146.40792846679688
2011-04-13,440.2025146484375,146.80740356445312
2011-04-14,443.5787658691406,145.9085693359375
2011-04-15,445.7633361816406,146.80740356445312
2011-04-18,438.1171875,143.9111785888672
2011-04-19,453.9061279296875,144.51040649414062
2011-04-20,461.3536682128906,147.6063232421875
2011-04-21,466.6165771484375,147.8060760498047
2011-04-26,476.34814453125,150.6024627685547
2011-04-27,469.0991516113281,150.1031036376953
2011-04-28,479.72442626953125,151.20159912109375
2011-04-29,479.72442626953125,151.20159912109375
2011-05-03,486.8740539550781,152.59979248046875
2011-05-04,479.66912841796875,149.50381469726562
2011-05-05,478.6760559082031,147.6063232421875
2011-05-06,482.1518859863281,148.60504150390625
2011-05-09,481.9532470703125,147.8060760498047
2011-05-10,493.9698791503906,149.60374450683594
2011-05-11,499.03466796875,148.4052734375
2011-05-12,497.5450439453125,147.6063232421875
2011-05-13,493.8705139160156,149.0045166015625
2011-05-16,486.22369384765625,148.90464782714844
2011-05-17,472.9159851074219,146.00839233398438
2011-05-18,481.85400390625,147.30674743652344
2011-05-19,484.63470458984375,148.90464782714844
2011-05-20,481.9532470703125,148.8047637939453
2011-05-23,466.3615417480469,146.6076202392578
2011-05-24,466.9573974609375,146.80740356445312
2011-05-25,470.433349609375,146.00839233398438
